Discount,Shape,COLOR,CLARITY,CUT,POL,SYM,FLUO,Size,Month,Year,,,,,,
37.00%,RO,F,SI1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
35.50%,RO,F,SI2,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
30.50%,RO,F,I1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
40.00%,RO,G,IF,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
39.50%,RO,G,VVS1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
37.00%,RO,G,VVS2,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
36.00%,RO,G,VS1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
34.50%,RO,G,VS2,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
36.50%,RO,G,SI1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
37.50%,RO,G,SI2,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
30.50%,RO,G,I1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
40.50%,RO,H,IF,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
37.00%,RO,H,VVS1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
37.00%,RO,H,VVS2,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
35.50%,RO,H,VS1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
34.00%,RO,H,VS2,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
36.00%,RO,H,SI1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
37.50%,RO,H,SI2,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
30.50%,RO,H,I1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
42.50%,RO,I,IF,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
37.00%,RO,I,VVS1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
37.00%,RO,I,VVS2,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
34.50%,RO,I,VS1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
35.00%,RO,I,VS2,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
36.50%,RO,I,SI1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
37.50%,RO,I,SI2,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
30.50%,RO,I,I1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
42.50%,RO,J,IF,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
40.00%,RO,J,VVS1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
38.50%,RO,J,VVS2,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
36.00%,RO,J,VS1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
36.00%,RO,J,VS2,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
36.00%,RO,J,SI1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
36.50%,RO,J,SI2,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
35.50%,RO,J,I1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
42.50%,RO,K,IF,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
39.00%,RO,K,VVS1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
38.50%,RO,K,VVS2,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
35.00%,RO,K,VS1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
34.00%,RO,K,VS2,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
35.00%,RO,K,SI1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
38.00%,RO,K,SI2,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
35.50%,RO,K,I1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
41.50%,RO,L,IF,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
40.00%,RO,L,VVS1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
38.50%,RO,L,VVS2,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
34.50%,RO,L,VS1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
33.50%,RO,L,VS2,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
34.50%,RO,L,SI1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
38.25%,RO,L,SI2,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
35.50%,RO,L,I1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
42.00%,RO,M,IF,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
41.50%,RO,M,VVS1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
39.50%,RO,M,VVS2,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
36.00%,RO,M,VS1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
35.00%,RO,M,VS2,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
36.00%,RO,M,SI1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
38.00%,RO,M,SI2,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
35.50%,RO,M,I1,EX,EX,EX,None,2.01-2.09,Dec,2017,,,,,,
43.00%,RO,D,IF,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
41.00%,RO,D,VVS1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
42.00%,RO,D,VVS2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
38.00%,RO,D,VS1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
36.00%,RO,D,VS2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
37.00%,RO,D,SI1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
38.50%,RO,D,SI2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
30.50%,RO,D,I1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
41.00%,RO,E,IF,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
40.00%,RO,E,VVS1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
39.00%,RO,E,VVS2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
37.00%,RO,E,VS1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
36.00%,RO,E,VS2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
37.00%,RO,E,SI1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
39.00%,RO,E,SI2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
30.50%,RO,E,I1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
40.00%,RO,F,IF,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
39.00%,RO,F,VVS1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
38.50%,RO,F,VVS2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
36.50%,RO,F,VS1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
36.00%,RO,F,VS2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
37.00%,RO,F,SI1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
35.50%,RO,F,SI2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
30.50%,RO,F,I1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
40.00%,RO,G,IF,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
39.50%,RO,G,VVS1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
37.00%,RO,G,VVS2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
36.00%,RO,G,VS1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
34.50%,RO,G,VS2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
36.50%,RO,G,SI1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
37.50%,RO,G,SI2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
30.50%,RO,G,I1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
40.50%,RO,H,IF,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
37.00%,RO,H,VVS1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
37.00%,RO,H,VVS2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
35.50%,RO,H,VS1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
34.00%,RO,H,VS2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
36.00%,RO,H,SI1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
37.50%,RO,H,SI2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
30.50%,RO,H,I1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
42.50%,RO,I,IF,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
37.00%,RO,I,VVS1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
37.00%,RO,I,VVS2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
34.50%,RO,I,VS1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
35.00%,RO,I,VS2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
36.50%,RO,I,SI1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
37.50%,RO,I,SI2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
30.50%,RO,I,I1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
42.50%,RO,J,IF,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
40.00%,RO,J,VVS1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
38.50%,RO,J,VVS2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
36.00%,RO,J,VS1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
36.00%,RO,J,VS2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
36.00%,RO,J,SI1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
36.50%,RO,J,SI2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
35.50%,RO,J,I1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
42.50%,RO,K,IF,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
39.00%,RO,K,VVS1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
38.50%,RO,K,VVS2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
35.00%,RO,K,VS1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
34.00%,RO,K,VS2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
35.00%,RO,K,SI1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
38.00%,RO,K,SI2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
35.50%,RO,K,I1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
41.50%,RO,L,IF,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
40.00%,RO,L,VVS1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
38.50%,RO,L,VVS2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
34.50%,RO,L,VS1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
33.50%,RO,L,VS2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
34.50%,RO,L,SI1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
38.25%,RO,L,SI2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
35.50%,RO,L,I1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
42.00%,RO,M,IF,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
41.50%,RO,M,VVS1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
39.50%,RO,M,VVS2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
36.00%,RO,M,VS1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
35.00%,RO,M,VS2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
36.00%,RO,M,SI1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
38.00%,RO,M,SI2,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
35.50%,RO,M,I1,EX,EX,EX,None,2.01-2.09,Jan,2018,,,,,,
43.00%,RO,D,IF,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
41.00%,RO,D,VVS1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
42.00%,RO,D,VVS2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
38.00%,RO,D,VS1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
36.00%,RO,D,VS2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
37.00%,RO,D,SI1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
38.50%,RO,D,SI2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
30.50%,RO,D,I1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
41.00%,RO,E,IF,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
40.00%,RO,E,VVS1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
39.00%,RO,E,VVS2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
37.00%,RO,E,VS1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
36.00%,RO,E,VS2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
37.00%,RO,E,SI1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
39.00%,RO,E,SI2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
30.50%,RO,E,I1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
40.00%,RO,F,IF,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
39.00%,RO,F,VVS1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
38.50%,RO,F,VVS2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
36.50%,RO,F,VS1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
36.00%,RO,F,VS2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
37.00%,RO,F,SI1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
35.50%,RO,F,SI2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
30.50%,RO,F,I1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
40.00%,RO,G,IF,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
39.50%,RO,G,VVS1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
37.00%,RO,G,VVS2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
36.00%,RO,G,VS1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
34.50%,RO,G,VS2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
36.50%,RO,G,SI1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
37.50%,RO,G,SI2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
30.50%,RO,G,I1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
40.50%,RO,H,IF,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
37.00%,RO,H,VVS1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
37.00%,RO,H,VVS2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
35.50%,RO,H,VS1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
34.00%,RO,H,VS2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
36.00%,RO,H,SI1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
37.50%,RO,H,SI2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
30.50%,RO,H,I1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
42.50%,RO,I,IF,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
37.00%,RO,I,VVS1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
37.00%,RO,I,VVS2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
34.50%,RO,I,VS1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
35.00%,RO,I,VS2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
36.50%,RO,I,SI1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
37.50%,RO,I,SI2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
30.50%,RO,I,I1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
42.50%,RO,J,IF,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
40.00%,RO,J,VVS1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
38.50%,RO,J,VVS2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
36.00%,RO,J,VS1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
36.00%,RO,J,VS2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
36.00%,RO,J,SI1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
36.50%,RO,J,SI2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
35.50%,RO,J,I1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
42.50%,RO,K,IF,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
39.00%,RO,K,VVS1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
38.50%,RO,K,VVS2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
35.00%,RO,K,VS1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
34.00%,RO,K,VS2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
35.00%,RO,K,SI1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
38.00%,RO,K,SI2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
35.50%,RO,K,I1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
41.50%,RO,L,IF,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
40.00%,RO,L,VVS1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
38.50%,RO,L,VVS2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
34.50%,RO,L,VS1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
33.50%,RO,L,VS2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
34.50%,RO,L,SI1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
38.25%,RO,L,SI2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
35.50%,RO,L,I1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
42.00%,RO,M,IF,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
41.50%,RO,M,VVS1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
39.50%,RO,M,VVS2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
36.00%,RO,M,VS1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
35.00%,RO,M,VS2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
36.00%,RO,M,SI1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
38.00%,RO,M,SI2,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
35.50%,RO,M,I1,EX,EX,EX,None,2.01-2.09,Feb,2018,,,,,,
43.00%,RO,D,IF,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
41.00%,RO,D,VVS1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
42.00%,RO,D,VVS2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
38.00%,RO,D,VS1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
36.00%,RO,D,VS2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
37.00%,RO,D,SI1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
38.50%,RO,D,SI2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
30.50%,RO,D,I1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
41.00%,RO,E,IF,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
40.00%,RO,E,VVS1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
39.00%,RO,E,VVS2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
37.00%,RO,E,VS1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
36.00%,RO,E,VS2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
37.00%,RO,E,SI1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
39.00%,RO,E,SI2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
30.50%,RO,E,I1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
40.00%,RO,F,IF,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
39.00%,RO,F,VVS1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
38.50%,RO,F,VVS2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
36.50%,RO,F,VS1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
36.00%,RO,F,VS2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
37.00%,RO,F,SI1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
35.50%,RO,F,SI2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
30.50%,RO,F,I1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
40.00%,RO,G,IF,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
39.50%,RO,G,VVS1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
37.00%,RO,G,VVS2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
36.00%,RO,G,VS1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
34.50%,RO,G,VS2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
36.50%,RO,G,SI1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
37.50%,RO,G,SI2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
30.50%,RO,G,I1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
40.50%,RO,H,IF,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
37.00%,RO,H,VVS1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
37.00%,RO,H,VVS2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
35.50%,RO,H,VS1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
34.00%,RO,H,VS2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
36.00%,RO,H,SI1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
37.50%,RO,H,SI2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
30.50%,RO,H,I1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
42.50%,RO,I,IF,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
37.00%,RO,I,VVS1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
37.00%,RO,I,VVS2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
34.50%,RO,I,VS1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
35.00%,RO,I,VS2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
36.50%,RO,I,SI1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
37.50%,RO,I,SI2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
30.50%,RO,I,I1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
42.50%,RO,J,IF,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
40.00%,RO,J,VVS1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
38.50%,RO,J,VVS2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
36.00%,RO,J,VS1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
36.00%,RO,J,VS2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
36.00%,RO,J,SI1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
36.50%,RO,J,SI2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
35.50%,RO,J,I1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
42.50%,RO,K,IF,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
39.00%,RO,K,VVS1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
38.50%,RO,K,VVS2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
35.00%,RO,K,VS1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
34.00%,RO,K,VS2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
35.00%,RO,K,SI1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
38.00%,RO,K,SI2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
35.50%,RO,K,I1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
41.50%,RO,L,IF,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
40.00%,RO,L,VVS1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
38.50%,RO,L,VVS2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
34.50%,RO,L,VS1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
33.50%,RO,L,VS2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
34.50%,RO,L,SI1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
38.25%,RO,L,SI2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
35.50%,RO,L,I1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
42.00%,RO,M,IF,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
41.50%,RO,M,VVS1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
39.50%,RO,M,VVS2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
36.00%,RO,M,VS1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
35.00%,RO,M,VS2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
36.00%,RO,M,SI1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
38.00%,RO,M,SI2,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
35.50%,RO,M,I1,EX,EX,EX,None,2.01-2.09,Mar,2018,,,,,,
40.00%,RO,D,IF,EX,EX,EX,None,2.01-2.09,Apr,2018,,,,,,
39.00%,RO,D,VVS1,EX,EX,EX,None,2.01-2.09,Apr,2018,,,,,,
37.00%,RO,D,VVS2,EX,EX,EX,None,2.01-2.09,Apr,2018,,,,,,
38.00%,RO,D,VS1,EX,EX,EX,None,2.01-2.09,Apr,2018,,,,,,
